id,author_id,title,permalink,publish_date,primary_category_id,number_pages,publish_date_val
443684,1233,7 Actors Who Always Play the Same Old Characters,7-actors-who-always-play-the-same-characters,1/15/16 8:50,13856,7,42384.36806
443810,1284,NFL: 7 Strongest Defenses in History,7-most-dominant-nfl-defenses-in-history,2/7/16 22:35,968,7,42407.94105
444373,1357,14 TV Shows Likely to Get the Ax After This Season,14-tv-shows-likely-to-get-the-axe-after-this-season,9/24/15 8:33,13856,14,42271.35626
444539,1233,7 Actors Who Became Unrecognizable for a Movie Role,7-actors-insanely-devoted-to-their-craft,8/17/15 12:30,13856,7,42233.52091
444789,1295,10 Pro Athletes Who Have the Most Drama,10-hugely-controversial-professional-athletes-of-all-time,12/11/15 17:00,968,10,42349.70833
445075,1389,10 Worst Car Accidents in NASCAR History,10-worst-wrecks-in-nascar-history,9/29/15 11:38,968,9,42276.48477
445304,1284,NFL: 7 Players Who Changed the Cornerback Position Forever,7-nfl-players-who-revolutionized-the-cornerback-position,9/25/15 17:45,968,3,42272.73958
445403,1273,NBA: 11 Lessons Every Player Needs to Take From Phil Jackson,11-leadership-lessons-from-coach-phil-jackson,9/8/15 16:10,968,11,42255.67361
445577,1233,7 Actors Who Gave Crazy Realistic Movie Performances,7-method-actors-who-make-the-technique-look-crazy,8/17/15 11:10,13856,8,42233.46532
445859,1233,Auteurs: 7 Movie Directors Who Have Their Own Unique Style,7-modern-directors-and-their-distinctive-visual-styles,8/27/15 14:50,13856,7,42243.61813
446081,1233,8 Best NBA 3-Point Shooters to Ever Step Foot on the Court,nbas-8-deadliest-3-point-shooters-of-all-time-2,9/4/15 16:43,NULL,7,42251.69653
446168,1284,7 Linebackers Who Changed NFL History,7-nfl-linebackers-who-made-a-mark-on-history,9/29/15 11:08,968,7,42276.46392
446190,1286,5 of TV’s All-Time Best Dads,5-of-tvs-all-time-best-dads,8/18/15 11:24,13856,5,42234.47507
446323,1396,10 of the Worst Airports in the World,10-worst-airports-in-the-world,12/29/15 8:45,70654,10,42367.36468
446478,1270,8 Cult Classics Loved By Everyone Who Doesn’t Hate Them,8-cult-classics-loved-by-everyone-who-doesnt-hate-them,1/20/16 8:45,13856,7,42389.36458
446694,1233,NBA: Top 8 Players With the Most Career Assists,the-8-greatest-nba-passers-of-all-time,1/15/16 17:00,968,9,42384.70833
446761,1233,7 Craziest Film Productions of All Time,7-craziest-film-productions-of-all-time,11/26/15 14:45,13856,7,42334.61458
446909,1300,6 NFL Wild Card Teams That Won the Super Bowl,6-wild-card-teams-that-won-the-super-bowl,1/12/16 10:20,968,6,42381.43056
447082,1284,NFL: 6 of the Biggest Draft Busts of All Time,6-of-the-biggest-nfl-draft-busts,12/2/15 2:00,968,7,42340.08333
447392,1284,MLB: 5 Players Who Will Be Remembered For Drug Scandals,5-top-mlb-players-involved-in-doping-scandals,9/28/15 12:13,968,6,42275.50903
447641,1233,10 Best Breakout Sundance Films,the-10-greatest-breakout-sundance-films-of-all-time,1/27/16 7:30,NULL,11,42396.3125
448151,1215,10 Greatest Grammy Performances of All Time,10-greatest-grammy-performances-of-all-time,2/14/16 21:30,13856,10,42414.89583
448161,1177,10 Iconic Car Nameplates: Then and Now,10-iconic-car-nameplates-then-and-now,10/20/15 13:24,NULL,11,42297.55847
448675,1401,5 Chili Recipes to Try on a Cold Winter Day,5-chili-recipes-to-fight-the-chill,2/5/16 16:25,124496,5,42405.68412
448707,1302,4 NBA Stars and Their Junk Food Eating Habits,6-nba-stars-and-their-guilty-food-pleasures,9/15/15 13:19,70654,4,42262.55486
448954,1286,5 Movie Reboots That Actually Didn't Fail,5-movie-franchises-that-gambled-with-a-reboot-and-won,8/24/15 8:50,13856,4,42240.36807
449100,1302,NFL: 9 Biggest Mistakes Made in a Super Bowl Game,9-biggest-goof-ups-in-super-bowl-history-2,2/1/16 13:30,968,4,42401.5625
449255,1284,Super Bowl: 5 Big Chokes From the Past,super-bowl-5-big-chokes-from-the-past,2/1/16 21:00,968,2,42401.875
449957,1288,5 Surprising Facts About ‘The Walking Dead’,5-surprising-facts-about-the-walking-dead,10/9/15 8:45,13856,4,42286.36458
450102,1284,6 Dominant Players in NCAA Men’s Basketball History,6-dominant-players-in-ncaa-mens-basketball-history,2/10/16 16:50,968,4,42410.70139
450106,1176,5 Martial Arts Movies Everyone Should See,5-martial-arts-films-every-fan-should-see,9/16/15 11:55,13856,5,42263.49653
450188,1176,5 of the Greatest Zombie Movies Ever Made,5-zombie-flicks-to-keep-you-up-at-night,10/8/15 11:10,13856,6,42285.46528
450308,1215,6 Musicians Who Have Been Arrested for Their Political Beliefs,6-musicians-who-have-been-arrested-for-their-political-beliefs,10/6/15 15:50,13856,6,42283.65972
450718,1215,10 Love Songs to Rock Your Valentine’s Day,10-love-songs-to-rock-your-valentines-day,2/10/16 8:45,13856,10,42410.36458
450789,1270,10 Mafia Movies That Everyone Should See at Least Once,listen-up-wiseguys-10-mafia-movies-that-made-their-mark,10/13/15 15:50,13856,10,42290.65972
450846,1215,Love Sucks: 10 Songs For People Who Hate Valentine's Day,10-anti-love-songs-for-a-vindictive-valentines-day,2/11/16 15:15,13856,10,42411.63542
450860,1270,Love Is Bizarre: 7 Odd Movies for Valentine’s Day,love-is-bizarre-7-odd-movies-for-valentines-day,2/8/16 17:15,NULL,7,42408.71875
450977,1176,7 of the Most Shocking Sci-Fi Movie Deaths,7-of-the-most-shocking-sci-fi-film-deaths,11/8/15 15:45,13856,7,42316.65625
451024,1176,5 Great Film Portrayals of Real U.S. Presidents,5-great-film-portrayals-of-real-u-s-presidents,2/15/16 13:00,NULL,6,42415.54167
451066,1273,7 Presidents in 23 Books: Stories of Life and Leadership,7-presidents-in-23-books-stories-of-life-and-leadership,2/15/16 12:15,NULL,5,42415.51042
451245,1270,End of the World: 8 Post-Apocalyptic Movies You Have to See,8-post-apocalyptic-movies-that-will-end-your-world,1/20/16 16:00,13856,8,42389.66667
451347,1215,7 of the Greatest Rock and Roll Documentaries of All Time,films-school-of-rock-7-great-rockumentaries,10/12/15 8:45,13856,7,42289.36458
451605,1215,10 Silent Movies That Everyone Should See,10-silent-movies-sure-to-please-the-skeptics,8/31/15 15:00,NULL,10,42247.62507
451637,1300,MLB: The 5 Greatest Shortstops to Ever Play the Game,5-best-shortstops-to-ever-play-in-the-mlb,9/30/15 17:45,968,5,42277.73958
451763,1176,7 Movies to Take Your Mind Off the Winter Weather,7-movies-to-take-your-mind-off-the-winter-weather,1/23/16 14:30,13856,7,42392.60417
452340,1300,Top 10 Best College Basketball Schools,college-basketballs-10-best-programs,2/15/16 21:00,968,5,42415.875
452425,1215,10 New Orleans Anthems That Will Have You Dancing on Mardi Gras,10-new-orleans-anthems-just-in-time-for-mardi-gras,2/9/16 12:00,NULL,4,42409.5
452581,1176,Evil Movie Villains: 6 Characters We Love to Hate,6-sinister-movie-villains-we-love-to-hate,1/14/16 9:30,13856,6,42383.39583
453009,1280,8 NBA Scoring Maniacs Who Were Always a Threat,8-nba-players-who-are-scoring-maniacs,2/16/16 14:45,968,9,42416.61458
453134,1177,16 Vehicles People Either Love or Hate,8-vehicles-that-force-people-to-take-sides,10/26/15 10:20,NULL,16,42303.43056
453218,1450,8 of the Healthiest Cities in America,top-10-healthiest-cities-in-the-u-s,11/4/15 11:37,124485,3,42312.48413
453396,1176,7 Female Movie Stars Who Could Kick Your Butt,7-female-action-stars-who-could-kick-your-butt,9/24/15 14:45,13856,7,42271.61458
454083,1405,10 Vegetables That Are Even Healthier Than You Think,gone-green-the-top-10-healthiest-vegetables,11/10/15 10:20,70654,10,42318.43068
454200,1176,7 Movies That Inspired Quentin Tarantino,7-killer-movies-that-inspired-quentin-tarantino,11/6/15 14:45,13856,7,42314.61458
454781,1280,NFL: 5 Greatest Passing Quarterbacks of All Time,the-top-5-quarterbacks-in-nfl-history,9/8/15 11:50,968,6,42255.49317
454956,1176,7 of the Best Antiwar Movies of All Time,7-antiwar-films-that-remind-us-why-war-is-hell,8/24/15 15:50,13856,7,42240.65978
455278,79,Retirement Reality: 8 Charts You Need to See,retirement-reality-5-charts-you-need-to-see,2/11/16 11:16,45376,9,42411.46944
455280,1157,14 of the Weirdest Video Games You'll Ever Find,9-bizarre-video-games-its-hard-to-believe-exist,8/29/15 11:50,844,14,42245.49307
455415,1280,NFL: The 10 Head Coaches Who Made It the Longest,the-10-longest-lasting-nfl-head-coaches,9/23/15 13:35,968,8,42270.56597
455553,1280,11 Fastest 40-Yard Dashes in NFL History,11-fastest-40-yard-dashes-in-nfl-history,9/28/15 18:06,968,7,42275.75421
455592,79,10 States With the Highest Taxes,top-10-states-with-the-highest-taxes,9/1/15 8:20,448,11,42248.34723
455626,1190,8 Greatest MLB Teams of All Time,8-best-mlb-teams-of-all-time,12/2/15 17:25,968,8,42340.72569
455732,1157,9 Key Things to Know Before You Buy a New Computer,9-tips-for-picking-your-machine-computer-shopping-cheat-sheet,8/30/15 13:50,844,8,42246.57646
455805,1332,10 States Most Dependent on the Federal Government,10-states-most-dependent-on-the-federal-government,11/20/15 20:07,448,12,42328.83819
456241,1280,The 7 Richest NFL Players of All Time,the-7-wealthiest-nfl-players-of-all-time,8/26/15 19:30,968,8,42242.81251
456291,1444,Want to Lose Weight? 6 Easy Ways to Boost Your Metabolism,burning-desire-10-easy-ways-to-boost-your-metabolism,2/11/16 7:30,70654,3,42411.31286
456420,1176,The 10 Highest-Grossing Marvel and DC Comic Book Movies,10-superhero-movies-that-made-studios-super-rich,11/15/15 13:45,13856,10,42323.57292
456455,1157,9 Must-Know Tips Before You Buy a New TV,9-tips-for-picking-a-tv-multimedia-center-shopping-cheat-sheet,2/3/16 15:15,844,5,42403.63542
457133,1280,NBA: Why These 3 Things Won't Fix The Tanking Problem,3-misguided-proposals-to-end-tanking-in-the-nba,9/4/15 13:36,968,4,42251.56667
457158,1190,MLB: 6 Slowest Home Run Trots in Baseball History,going-going-the-6-slowest-home-run-trots-in-mlb-history,11/13/15 14:41,968,7,42321.61181
457253,1176,7 of Horror Director David Cronenberg’s Most Twisted Movies,7-mind-bending-cronenberg-films-every-fan-should-see,10/23/15 10:45,13856,7,42300.44792
457499,1215,The 9 Highest Paid Actors on TV,the-9-highest-paid-actors-on-tv,11/21/15 16:10,13856,9,42329.67361
457593,1215,Bruce Springsteen's 10 Greatest Songs of All Time,the-best-of-the-boss-bruce-springsteens-10-greatest-songs,9/1/15 8:50,13856,11,42248.36811
457616,1177,9 Convertibles Considered to Be the Best Bargain,9-convertibles-considered-to-be-the-best-bargain,2/2/16 12:45,23977,9,42402.53125
458206,1331,11 Horror Movies Throughout History That Were Works of Art,11-great-art-horror-films-from-history,10/28/15 8:45,13856,11,42305.36458
458229,1280,The NBA's 13 Most Successful Players of All Time,more-rings-are-better-the-13-most-successful-nba-players-ever,10/7/15 21:01,968,5,42284.87574
458347,1285,10 Oscar Winners Who Everyone Has Forgotten About,10-award-winners-who-have-fallen-off-the-big-screen,11/28/15 8:45,13856,10,42336.36458
458560,1356,8 Ways to Make a Delicious Grilled Cheese Sandwich,grilled-cheese-please-10-recipes-to-upgrade-a-classic-sandwich,11/10/15 10:44,70654,8,42318.44722
458656,1280,4 of the Biggest Fights and Brawls in NHL Playoffs History,melee-on-ice-top-4-brawls-in-nhl-playoffs-history,9/14/15 12:44,968,5,42261.53056
458836,1285,7 TV Shows That Stayed On Way Too Long,7-tv-shows-that-stayed-too-long,9/10/15 14:45,13856,7,42257.61458
459448,1302,Co-Stars and Friends: 12 Actors Who Hang Out in Real Life,12-co-stars-who-are-friends-in-real-life,9/9/15 14:20,13856,5,42256.59722
459693,1285,10 Actors Who Died During Production,10-actors-who-died-during-production,10/6/15 12:30,13856,10,42283.52083
459699,1444,6 Ways You Can Make a Salad Unhealthy,5-ways-youre-sabotaging-your-healthy-salads,2/12/16 22:00,124485,3,42412.91679
460045,1320,6 Places to Learn Computer Programming Online,6-startups-that-teach-how-to-code,8/28/15 19:00,844,2,42244.79168
460074,1285,6 Healthy Foods That Will Keep You Hydrated,6-healthy-and-hydrating-foods-that-quench-thirst,2/10/16 18:21,70654,6,42410.76459
460371,1348,Shop for Your Girlfriend: Kate Middleton's Style in 5 Pieces,kate-middletons-style-how-to-dress-like-the-duchess-for-less,11/30/15 10:51,70654,1,42338.45208
460637,1304,The 5 Worst College Majors If You Want to Make Money,the-5-worst-college-majors-if-you-want-to-make-money,10/19/15 20:32,45376,3,42296.85563
460688,1332,5 Billion-Dollar Businesses That Began in a Dorm Room,5-billion-dollar-businesses-that-began-in-a-dorm-room,8/26/15 17:22,448,6,42242.72365
460690,1280,5 Athletes Who Give Big Tips at Restaurants,making-it-rain-5-pro-athletes-who-know-how-to-tip,10/20/15 13:10,968,4,42297.54862
460726,1190,4 MLB Players Who Deserve to Be in the Hall of Fame,5-mlb-players-that-deserve-hall-of-fame-honors,9/23/15 12:55,968,4,42270.53819
460746,1285,8 Actors Who Were Fired From Hit TV Shows,8-actors-who-were-fired-while-filming,9/30/15 8:45,13856,8,42277.36458
461046,1157,9 Handy Tips for Picking Out a Smartphone,9-handy-tips-for-picking-out-a-smartphone,8/30/15 9:00,844,9,42246.37502
461161,1177,5 Cars Destined to Fail From the Start,5-cars-destined-to-fail-before-ever-getting-off-the-ground,10/24/15 7:30,23977,1,42301.3125
461399,1177,10 Quickest Electric Cars in the World,top-10-fastest-electric-cars-in-the-world,9/18/15 17:40,23977,11,42265.73611
461479,1177,10 Production Cars That Hit 0-60 the Quickest,20-production-cars-that-hit-0-60-the-quickest,10/16/15 13:45,23977,11,42293.57292
461596,1190,10 Electric Vehicles With the Best Range in 2015,top-10-electric-vehicles-with-the-longest-driving-range,9/24/15 9:40,23977,11,42271.40278
461789,1332,"Top 10 Fastest Cars Under $25,000",top-16-fastest-cars-under-25000,1/21/16 6:30,23977,11,42390.27083
461802,1280,5 Best Fictional Baseball Players of All Time,5-best-fictional-baseball-players-of-all-time,10/12/15 15:25,968,4,42289.64236
461926,1326,The 5 Best Video Games Based on Movies,the-5-best-video-games-based-on-movies,8/30/15 11:50,844,5,42246.49307
462100,1285,8 TV Shows That Have Been Un-Cancelled,8-tv-shows-that-have-been-un-canceled,9/29/15 13:20,13856,8,42276.55556
462166,1331,10 of the Best Fairy Tale Films For Adults,10-fairy-tale-films-that-will-cast-a-spell-on-adults,9/11/15 14:45,13856,9,42258.61458
462170,1333,4 of the Most Expensive Addictions Consumers Face,4-of-the-most-expensive-abnormal-addictions,8/31/15 14:30,45376,5,42247.60427
462315,1333,5 Side Jobs That Can Help You Earn Extra Cash,moonlighting-5-profitable-side-jobs,8/28/15 16:10,45376,3,42244.67367
462329,1176,The 8 Greatest Movie Villains Ever Played By 'Dracula',8-unforgettable-villains-played-by-gary-oldman,8/19/15 11:10,13856,8,42235.46534
462367,1215,10 Things You Might Not Know About Iggy Azalea,10-things-you-might-not-know-about-iggy-azalea,8/28/15 11:10,13856,9,42244.46534
462480,1343,12 Video Games You Can Beat in One Afternoon,12-games-you-can-complete-in-one-afternoon,8/28/15 12:30,844,13,42244.52097
462496,1285,10 Selfless Celebrities Who Fight for a Cause,taking-a-stand-10-celebrities-who-fight-for-a-cause,9/18/15 15:50,13856,9,42265.65972
462589,1215,8 of the Best Actor Performances of Book Characters in Movies,8-actors-who-brought-our-favorite-book-characters-to-life,9/25/15 15:50,13856,8,42272.65972
462685,1332,The 10 Fastest BMWs of All Time,the-20-fastest-bmws-in-history,10/20/15 14:16,23977,11,42297.59484
462831,1331,5 TV Characters Who Should Have Been Killed Off,5-tv-characters-that-should-have-died-but-didnt,8/20/15 10:30,13856,6,42236.43752
462991,1285,8 Most Demanding Hollywood Stars,8-most-demanding-hollywood-stars,11/27/15 8:45,13856,8,42335.36458
463010,1333,3 Ways to Tell If You’re Being Paid What You’re Worth,3-ways-to-tell-if-youre-being-paid-what-youre-worth,10/17/15 19:15,45376,4,42294.80208
463500,1343,8 Incredibly Big Video Game Lawsuits,8-biggest-video-game-lawsuits,8/29/15 7:40,844,8,42245.31946
463502,1332,3 Reasons Why America Is Ready For a 4-Day Workweek,3-reasons-to-embrace-a-4-day-workweek,9/15/15 19:09,448,5,42262.79792
463575,1304,5 Ways to Make the Most of Healthy Finances,life-after-debt-5-ways-to-make-the-most-of-healthy-finances,9/2/15 8:30,45376,3,42249.35419
463723,1331,7 of the Worst Movie Sequels of All Time,7-worst-movie-sequels-to-sully-the-big-screen,11/10/15 8:45,13856,8,42318.36458
463797,1393,10 of the Fastest American-Made Cars,yankee-doodle-dandies-10-of-the-fastest-american-made-cars,9/30/15 15:45,23977,11,42277.65625
463804,1285,6 Ways to Earn Money Without Leaving the House,6-ways-to-earn-money-without-leaving-the-house,8/27/15 19:10,45376,3,42243.79868
463865,1405,7 Full-Flavored Dinner Recipes You Can Make in 30 Minutes or Less,dinner-fixed-in-a-flash-6-recipes-ready-in-under-30-minutes,10/28/15 9:59,70654,7,42305.41597
463928,1177,Fastest 40: The Speediest Cars From Every Brand Sold Stateside,fastest-40-the-speediest-cars-from-every-brand-sold-stateside,11/3/15 10:40,23977,14,42311.44444
463936,1280,NBA: 5 Star Teams That Failed Since 2000,5-nba-superteams-that-have-failed-spectacularly-since-2000,9/4/15 16:00,968,5,42251.66667
463975,1285,7 Actors Whose Bad Behavior Changed the Course of a Show,personality-disorders-7-actors-whose-bad-behavior-changed-the-course-of-a-show,11/10/15 15:50,13856,7,42318.65972
464145,1280,The 5 Youngest NBA Finals MVPs Ever,5-youngest-nba-finals-mvps-now-featuring-kawhi-leonard,9/4/15 17:30,968,4,42251.72917
464167,1177,10 of the Fastest Japanese Cars in America,10-of-the-fastest-japanese-cars-to-ever-grace-americas-shores,9/11/15 11:43,23977,10,42258.48828
464188,1331,7 Must See Meta-Movies That Keep You At The Edge of Your Seat,know-thyself-7-best-meta-movies,8/20/15 15:50,13856,7,42236.6598
464193,1285,7 Actors Who Made the Most Surprising Comebacks,hollywood-success-stories-7-actors-who-worked-their-way-back-to-the-top,9/11/15 13:20,13856,7,42258.55556
464346,1285,8 Actors Who Do Their Own Dangerous Stunts,who-needs-a-stunt-double-8-actors-who-get-down-and-dirty,10/20/15 8:31,13856,8,42297.35498
464459,1233,7 of the Greatest Movies Never Made,7-of-the-greatest-movies-never-made,9/29/15 8:45,13856,7,42276.36458
464477,1176,5 Movies About Time Travel That Everyone Should See,5-time-traveling-movies-that-arent-a-waste-of-your-time,10/1/15 8:45,13856,5,42278.36458
464618,1343,6 Non-Violent Video Games That Are Actually Worth Playing,shooters-need-not-apply-6-non-violent-video-games,8/29/15 12:30,844,7,42245.52086
464636,1331,10 of the Greatest Mystery Movies of All Time,10-mystery-movies-that-will-keep-you-guessing,8/20/15 11:10,13856,11,42236.46529
464725,1419,7 Delicious Ways to Pack Protein into Oatmeal,5-scrumptious-ways-to-add-protein-to-your-oatmeal,2/4/16 17:15,70654,4,42404.71877
464729,1177,The 15 Fastest Four-Cylinder Cars,the-15-fastest-four-cylinder-cars,1/23/16 18:45,23977,11,42392.78125
464760,1333,3 Things You Shouldn't Buy Generic,4-home-essentials-you-shouldnt-skimp-on,10/23/15 9:56,45376,4,42300.41391
465045,1332,To Protect and Swerve: the World's 10 Fastest Police Cars,you-can-hide-but-you-cant-run-10-of-the-fastest-police-cars,10/24/15 12:35,23977,8,42301.52431
465055,1285,7 Celebrities Who Refused to Go to the Oscars,7-celebrities-who-have-snubbed-the-academy-awards,9/15/15 11:10,13856,6,42262.46528
465388,1393,The 10 Fastest Cars of the Past 20 Years,the-fastest-cars-of-the-past-two-decades-by-year,10/2/15 10:50,23977,11,42279.45139
466197,1332,10 of the Biggest Wall Street Busts of All Time,10-of-the-biggest-wall-street-busts-of-all-time,8/26/15 16:28,448,11,42242.68612
466493,1285,8 Actors Who Got Arrested While Filming,arresting-development-8-actors-who-got-in-trouble-while-filming,9/16/15 8:45,13856,6,42263.36458
466749,1280,NFL: 7 Names That Could Replace the ‘Washington Redskins’,7-names-that-would-be-better-than-the-washington-redskins,9/4/15 16:47,968,4,42251.69931
466831,1333,5 As Seen On TV Products That May Just Be Worth Their Price,5-as-seen-on-tv-products-that-may-just-be-worth-their-price,9/21/15 7:27,45376,6,42268.31042
466966,1285,8 Everyday Foods You Should Stop Eating Today,foods-to-avoid-8-items-nutritionists-wont-go-near,2/5/16 9:45,70654,8,42405.40625
467160,1422,5 Ways to Get Rid of a Hangover,4-hangover-helpers-what-science-says-to-eat-to-get-back-on-your-feet,8/17/15 8:45,124485,3,42233.36459
467250,1176,4 Blockbuster Movies That Are ‘Sequel-Proof’,4-blockbuster-movies-that-are-sequel-proof,1/28/16 9:00,13856,4,42397.375
467262,1304,5 Tips to Help Negotiate Your Salary,5-tips-to-help-negotiate-your-salary,10/15/15 9:46,45376,3,42292.40763
467443,1357,7 Actors Who Took a Major Paycut for a Movie Role,big-risk-big-reward-7-actors-who-took-a-major-paycut-for-a-role,9/3/15 16:45,13856,7,42250.69792
467604,1304,5 Expenses to Anticipate as a New Home Owner,5-expenses-to-anticipate-as-a-new-home-owner,10/14/15 9:23,45376,5,42291.39113
468649,1285,Recasting Call: 7 TV Shows That Replaced Big Characters,recasting-call-7-actors-who-got-it-right,1/19/16 17:15,13856,7,42388.71875
468715,1280,NHL: The 7 Most Valuable Teams in the League,7-most-valuable-nhl-franchises,11/18/15 10:22,968,8,42326.43194
469031,1273,6 Mediterranean Breakfast Recipes to Make This Morning,mediterranean-morning-meals-6-breakfast-recipes,2/5/16 8:43,70654,6,42405.36326
469430,1190,The 15 Fastest Ford Mustangs Ever Made,horse-race-15-fastest-ford-mustangs-ever-made,12/17/15 11:01,23977,16,42355.45946
469485,1215,Bob Dylan’s 7 Best Country Songs,bob-dylans-7-best-country-songs,8/19/15 14:50,13856,7,42235.61815
469796,1304,6 Good Financial Habits for 30-Somethings,dont-wait-6-good-financial-habits-for-30-somethings,9/1/15 9:40,45376,6,42248.40288
469949,1357,6 of the Most Shocking Comic Book and Superhero Deaths,6-shocking-comic-book-deaths,9/30/15 13:20,13856,5,42277.55556
470358,1280,NBA History: The 7 Greatest Offensive Lineups of All Time,the-7-greatest-nba-offenses-of-all-time,9/10/15 2:00,968,8,42257.08333
470493,1233,10 Amazing Locations From the Cult Classic ‘In Bruges’,10-amazing-locations-from-the-cult-classic-in-bruges,9/18/15 16:00,13856,10,42265.66667
470556,1356,5 Easy Lunch Recipes Using Only 5 Ingredients,5-easy-five-ingredient-lunch-recipes,2/10/16 11:05,70654,5,42410.46181
470620,1233,Top 10 TV Shows and Movies for 'Star Wars' Fans,10-films-and-tv-series-for-the-star-wars-fan,10/27/15 15:50,13856,8,42304.65972
470692,1343,You’re on the Case: 4 Video Games You Should Investigate,youre-on-the-case-4-video-games-you-should-investigate,8/30/15 7:40,844,4,42246.31946
470829,1304,5 Signs You Have Way Too Much Debt,dont-be-too-spend-happy-5-signs-you-have-too-much-debt,9/15/15 19:40,45376,3,42262.81944
470889,1280,The Top 6 Male Athletes in America,the-6-most-popular-male-athletes-in-america,10/12/15 15:22,968,4,42289.64028
470979,1176,7 Greatest Missing Persons Mystery Movies of All Time,7-great-movies-about-missing-people-that-should-not-be-missed,9/2/15 15:00,13856,7,42249.62513
471795,1356,5 Quick and Easy 5-Ingredient Breakfast Recipes,5-fast-recipes-for-a-5-ingredient-breakfast,11/5/15 9:44,70654,5,42313.40556
472207,1285,7 Child Actors Turned Adult Stars,age-is-just-a-number-for-these-7-child-actors-turned-adult-stars,12/7/15 8:45,13856,7,42345.36458
472240,1215,6 Cities to Live Out Jack Kerouac’s ‘On the Road’ Adventure,6-cities-to-live-a-bit-of-jack-kerouacs-on-the-road-adventure,8/19/15 14:28,13856,7,42235.60279
472256,1333,5 Unprofessional Behaviors That You Might Just Be Guilty Of,5-of-the-most-common-unprofessional-workplace-behaviors,10/23/15 11:40,45376,5,42300.48612
472580,1332,Need A Career Change? Here Are 16 Jobs In Marijuana Industry,16-jobs-being-created-by-the-marijuana-industry,1/28/16 13:26,124490,17,42397.55972
472781,1285,Is Technology Bad For Your Health? 6 Gadget Habits to Avoid,is-technology-harming-your-health-6-gadget-habits-to-avoid,9/4/15 10:50,124485,6,42251.45139
472952,1343,5 Local Multiplayer Video Games You Can Play With Friends,5-co-op-games-to-gather-friends-on-the-same-sofa,9/15/15 14:25,844,5,42262.60069
473078,1386,10 Foods That Will Give You Healthier Skin,get-your-best-skin-5-foods-to-eat-and-5-to-avoid,8/18/15 17:00,124485,11,42234.70862
