Page,post_id,Pageviews
/entertainment/star-wars-the-force-awakens-3-deleted-scenes-from-the-movie.html/2/,597696,137
/entertainment/star-wars-the-force-awakens-3-deleted-scenes-from-the-movie.html/4/,597696,137
/entertainment/star-wars-the-force-awakens-7-questions-that-need-answers.html/3/,556568,137
/entertainment/star-wars-the-force-awakens-7-questions-that-need-answers.html/4/,556568,137
/entertainment/star-wars-what-we-know-about-maz-kanatas-origin.html/?a=viewall,605391,137
/entertainment/star-wars-why-delaying-episode-viii-was-the-right-call.html/?a=viewall,597572,137
/entertainment/star-wars-why-the-jedi-were-bad-for-the-republic.html/?a=viewall,571005,137
/entertainment/suicide-squad-could-be-dcs-guardians-of-the-galaxy.html/?a=viewall,499678,137
/entertainment/suicide-squad-why-the-pg-13-rating-isnt-a-big-deal.html/,582253,137
/entertainment/super-bowl-50-the-team-madden-nfl-16-picks-as-the-winner.html/,600556,137
/entertainment/super-bowl-50-the-team-madden-nfl-16-picks-as-the-winner.html/?ref=YF,600556,137
/entertainment/superhero-costumes-5-of-the-biggest-changes-from-comic-to-film.html/?a=viewall,557698,137
/entertainment/superhero-costumes-5-of-the-biggest-changes-from-comic-to-film.html/3/,557698,137
/entertainment/superhero-costumes-5-of-the-biggest-changes-from-comic-to-film.html/5/,557698,137
/entertainment/superhero-showdowns-5-greatest-marvel-superhero-fights.html/?ref=YF,596907,137
/entertainment/superhero-showdowns-5-greatest-marvel-superhero-fights.html/4/,596907,137
/entertainment/superhero-showdowns-5-greatest-marvel-superhero-fights.html/5/,596907,137
/entertainment/thanos-3-reasons-why-josh-brolins-character-is-key-to-the-mcu.html/?a=viewall,601223,137
/entertainment/the-10-best-video-games-of-2015.html/,591448,137
/entertainment/the-10-most-expensive-tv-shows-of-2015.html/,597817,137
/entertainment/the-10-most-expensive-tv-shows-of-2015.html/?a=viewall,597817,137
/entertainment/the-10-sexiest-women-on-tv.html/,596827,137
/entertainment/the-10-sexiest-women-on-tv.html/?a=viewall,596827,137
/entertainment/the-10-worst-video-games-of-2015.html/?ref=YF&ref=yfp,592410,137
/entertainment/the-11-best-mac-games-released-so-far-this-year.html/?a=viewall,558207,137
/entertainment/the-3-best-movies-in-theaters-now-the-revenant-and-more.html/?a=viewall,593995,137
/entertainment/the-5-highest-paid-actresses-of-2015.html/?a=viewall,556651,137
/entertainment/the-5-most-influential-guitarists-of-the-20th-century.html/,583657,137
/entertainment/the-6-best-tv-shows-on-tuesday-night.html/2/,534575,137
/entertainment/the-6-most-self-destructive-musicians-of-the-20th-century.html/?a=viewall,553335,137
/entertainment/the-7-biggest-problems-with-the-original-star-wars-trilogy.html/,564624,137
/entertainment/the-7-biggest-problems-with-the-original-star-wars-trilogy.html/?a=viewall,564624,137
/entertainment/the-7-biggest-problems-with-the-original-star-wars-trilogy.html/2/,564624,137
/entertainment/the-7-biggest-problems-with-the-original-star-wars-trilogy.html/4/,564624,137
/entertainment/the-7-biggest-problems-with-the-original-star-wars-trilogy.html/5/,564624,137
/entertainment/the-7-biggest-problems-with-the-original-star-wars-trilogy.html/6/,564624,137
/entertainment/the-7-worst-playstation-4-exclusives-released-so-far.html/6/,605027,137
/entertainment/the-beatles-ranking-their-albums-from-best-to-worst.html/,586187,137
/entertainment/the-beatles-ranking-their-albums-from-best-to-worst.html/?a=viewall,586187,137
/entertainment/the-best-and-worst-of-zack-snyder-his-films-ranked.html/?a=viewall,598335,137
/entertainment/the-cw-aims-for-superhero-domination-with-legends-of-tomorrow.html/?a=viewall,534315,137
/entertainment/the-day-disney-animation-surpassed-pixar.html/?a=viewall,501617,137
/entertainment/the-flash-did-we-just-get-our-first-clue-about-zooms-identity.html/2/,599614,137
/entertainment/the-flash-figuring-out-the-mystery-behind-zoom.html/?ref=YF,606097,137
/entertainment/the-flash-figuring-out-the-mystery-behind-zoom.html/3/,606097,137
/entertainment/the-flash-figuring-out-the-mystery-behind-zoom.html/4/,606097,137
/entertainment/the-flash-figuring-out-the-mystery-behind-zoom.html/5/,606097,137
/entertainment/the-flash-season-2-is-a-major-character-about-to-die.html/?a=viewall,598874,137
/entertainment/the-ghostbusters-universe-is-about-to-get-even-bigger.html/?a=viewall,568094,137
/entertainment/the-huge-potential-of-a-game-of-thrones-prequel-series.html/?ref=YF&ref=yfp,552405,137
/entertainment/the-joker-who-best-portrayed-the-iconic-batman-villain.html/2/,598380,137
/entertainment/the-joker-who-best-portrayed-the-iconic-batman-villain.html/3/,598380,137
/entertainment/the-joker-who-best-portrayed-the-iconic-batman-villain.html/4/,598380,137
/entertainment/the-joker-who-best-portrayed-the-iconic-batman-villain.html/5/,598380,137
/entertainment/the-lord-of-the-rings-and-hobbit-the-best-and-worst-movies.html/?a=viewall,589793,137
/entertainment/the-one-big-problem-with-batman-arkham-knight.html/?a=viewall,546557,137
/entertainment/the-only-10-oscar-nominated-movies-worth-watching.html/?a=viewall,603884,137
/entertainment/the-six-billion-dollar-man-everything-we-know-so-far.html/?a=viewall,578175,137
/entertainment/the-tale-of-tales-puts-sex-and-violence-back-into-fairy-tales.html/?a=viewall,535791,137
/entertainment/the-walking-dead-10-episodes-that-may-change-your-life.html/?ref=YF,568818,137
/entertainment/the-walking-dead-whats-coming-next-in-season-6-part-2.html/2/,595361,137
/entertainment/the-walking-dead-whats-coming-next-in-season-6-part-2.html/3/,595361,137
/entertainment/the-x-files-miniseries-episode-1-an-imperfect-but-intriguing-start.html/2/,598428,137
/entertainment/the-x-files-miniseries-episode-2-scarier-and-so-much-better.html/?a=viewall,598836,137
/entertainment/tom-hiddleston-will-rule-the-big-screen-in-2015.html/?a=viewall,505026,137
/entertainment/twin-peaks-revival-everything-we-know-so-far.html/?a=viewall,603486,137
/entertainment/under-quarantine-4-of-the-most-realistic-movies-about-pandemics.html/?a=viewall,537896,137
/entertainment/undisclosed-podcast-will-bring-new-chapter-to-serial-fans.html/?a=viewall,526116,137
/entertainment/voltron-5-things-to-know-about-the-netflix-reboot.html/?ref=YF&hl=1&noRedirect=1,603713,137
/entertainment/voltron-5-things-to-know-about-the-netflix-reboot.html/4/,603713,137
/entertainment/whats-wrong-with-hollywoods-list-of-its-own-greatest-movies.html/?a=viewall,466921,137
/entertainment/why-a-disney-infinity-film-needs-to-happen.html/?a=viewall,600296,137
/entertainment/why-deadpool-is-so-important-to-comic-book-movie-fans.html/?a=viewall,593221,137
/entertainment/why-dont-hollywood-studios-make-original-movies-anymore.html/?a=viewall,463263,137
/entertainment/why-jared-leto-could-be-the-best-joker-yet.html/?a=viewall,550084,137
/entertainment/why-matthew-mcconaughey-wont-play-a-stripper-again.html/?a=viewall,483734,137
/entertainment/why-netflixs-the-ranch-will-make-you-miss-that-70s-show.html/?a=viewall,542775,137
/entertainment/why-star-wars-fans-want-to-believe-the-darth-jar-jar-theory.html/?a=viewall,586619,137
/entertainment/why-we-need-hollywood-to-keep-journeying-into-space.html/?a=viewall,512777,137
/entertainment/will-ferrells-5-best-movies-so-far.html/,590809,137
/entertainment/will-ferrells-5-best-movies-so-far.html/?a=viewall,590809,137
/entertainment/your-cheat-sheet-to-the-suicide-squad-movie.html/?a=viewall,527607,137
/entertainment/your-guide-to-the-new-heroes-of-marvels-next-phase-of-movies.html/3/,530630,137
/expert-2/whisper-number-how-will-baidus-stock-move-after-earnings.html/?a=viewall,436289,137
/expert-2/whisper-number-how-will-google-investors-react-to-earnings.html/?a=viewall,448861,137
/expert-2/whisper-number-how-will-linkedins-stock-move-after-earnings.html/?a=viewall,421365,137
/features/are-investment-banks-intentionally-underpricing-ipos.html/,48813,137
/features/the-6-top-lobbying-organizations-in-2013.html/?a=viewall,437745,137
/gear-style/10-best-4k-tvs-you-can-buy-for-under-1000.html/?a=viewall,604211,137
/gear-style/10-fashion-trends-you-should-never-follow.html/,560664,137
/gear-style/10-great-tech-resolutions-for-the-new-year.html/?a=viewall,592247,137
/gear-style/10-luxe-sneakers-that-are-worth-the-investment.html/?a=viewall,588013,137
/gear-style/15-apps-to-download-now-for-a-healthier-2016.html/?a=viewall,593945,137
/gear-style/2-areas-that-most-men-groom-the-wrong-way.html/?ref=YF&ref=yfp,598663,137
/gear-style/24-best-apps-to-install-on-your-new-iphone.html/?a=viewall,581943,137
/gear-style/3-new-ways-to-wear-your-blazer.html/?a=viewall,579508,137
/gear-style/3-ways-to-look-like-a-badass-on-a-night-out.html/?a=viewall,556091,137
/gear-style/3d-touch-on-the-iphone-6s-everything-you-need-to-know.html/?a=viewall,564161,137
/gear-style/4-battery-cases-better-than-apples-smart-battery-case.html/?a=viewall,590226,137
/gear-style/5-affordable-watches-that-look-really-expensive.html/?a=viewall,579877,137
/gear-style/5-android-rumors-is-google-releasing-a-new-tablet.html/,599374,137
/gear-style/5-apple-rumors-from-a-new-imac-to-the-ipad-pros-launch.html/?a=viewall,569575,137
/gear-style/5-benefits-of-using-a-hair-dryer.html/2/,602771,137
/gear-style/5-clothing-brands-that-are-both-stylish-and-comfortable.html/?a=viewall,576800,137
/gear-style/5-devices-in-your-home-that-may-become-obsolete-soon.html/?a=viewall,568125,137
/gear-style/5-devices-that-turn-your-house-into-a-smart-home.html/?ref=SB,535050,137
/gear-style/5-durable-digital-cameras-that-are-really-hard-to-break.html/,560529,137
/gear-style/5-fashion-risks-you-should-take-this-fall.html/?a=viewall,561073,137
/gear-style/5-free-ios-apps-you-cant-get-on-android.html/?a=viewall,593772,137
/gear-style/5-of-the-best-mens-fashion-bloggers-to-follow.html/,576656,137
/gear-style/5-samsung-rumors-from-s7-features-to-smarter-smartwatches.html/?a=viewall,603364,137
/gear-style/5-style-tips-for-creating-that-edgy-look.html/?a=viewall,589375,137
/gear-style/5-things-you-should-never-search-on-google.html/2/,559675,137
/gear-style/5-types-of-clothes-that-dont-look-good-on-skinny-people.html/2/,603913,137
/gear-style/5-types-of-clothes-that-dont-look-good-on-skinny-people.html/3/,603913,137
/gear-style/5-underrated-style-lessons-from-the-1970s.html/?a=viewall,579251,137
/gear-style/5-ways-to-wear-a-light-scarf.html/?a=viewall,565149,137
/gear-style/6-areas-that-too-many-men-forget-to-groom.html/?a=viewall,563863,137
/gear-style/6-best-grooming-moments-in-movies.html/?a=viewall,598121,137
/gear-style/6-colognes-to-match-every-personality-type.html/?a=viewall,576123,137
/gear-style/6-of-the-best-beard-oils-and-how-to-use-them.html/?a=viewall,571684,137
/gear-style/6-of-the-best-mens-subscription-services.html/,571302,137
/gear-style/6-shirts-you-should-never-wear.html/?a=viewall,600530,137
/gear-style/6-shirts-you-should-never-wear.html/3/,600530,137
/gear-style/6-tips-for-finding-the-perfect-pair-of-glasses.html/?a=viewall,570073,137
/gear-style/6-types-of-coats-you-should-own-this-fall.html/?a=viewall,566624,137
/gear-style/7-apple-rumors-from-wwdc-2016-to-li-fi-for-future-iphones.html/?ref=YF,597935,137
/gear-style/7-apple-rumors-from-wwdc-2016-to-li-fi-for-future-iphones.html/2/,597935,137
/gear-style/7-apple-rumors-from-wwdc-2016-to-li-fi-for-future-iphones.html/5/,597935,137
/gear-style/7-apple-rumors-from-wwdc-2016-to-li-fi-for-future-iphones.html/6/,597935,137
/gear-style/7-apple-rumors-from-wwdc-2016-to-li-fi-for-future-iphones.html/7/,597935,137
/gear-style/7-apple-rumors-will-iphones-soon-be-more-affordable.html/2/,599719,137
/gear-style/7-apple-rumors-will-iphones-soon-be-more-affordable.html/3/,599719,137
/gear-style/7-apple-rumors-will-iphones-soon-be-more-affordable.html/4/,599719,137
/gear-style/7-apple-rumors-will-iphones-soon-be-more-affordable.html/7/,599719,137
/gear-style/7-new-smartphones-that-may-be-worth-buying.html/?a=viewall,556784,137
/gear-style/7-samsung-rumors-from-galaxy-s7-to-a-360-degree-camera.html/,601434,137
/gear-style/7-style-rules-that-do-not-apply-anymore.html/?a=viewall,546049,137
/gear-style/7-things-every-man-should-have-in-his-closet.html/?a=viewall,562688,137
/gear-style/7-types-of-winter-jackets-and-coats-which-is-best-for-you.html/?a=viewall,582421,137
/gear-style/7-ways-to-improve-the-wi-fi-signal-in-your-home.html/?a=viewall,573568,137
/gear-style/8-cool-tech-trends-to-look-for-in-2016.html/?a=viewall,589662,137
/gear-style/8-steps-to-fixing-your-ripped-jeans.html/?a=viewall,575706,137
/gear-style/9-hidden-things-you-may-not-know-your-iphone-can-do.html/?a=viewall,549292,137
/gear-style/9-of-the-best-menswear-brands-in-america.html/?a=viewall,581923,137
/gear-style/9-pairs-of-sneakers-you-can-wear-with-a-tux.html/?a=viewall,575268,137
/gear-style/9-types-of-technology-that-are-becoming-obsolete.html/4/,597155,137
/gear-style/9-types-of-technology-that-are-becoming-obsolete.html/5/,597155,137
/gear-style/9-types-of-technology-that-are-becoming-obsolete.html/8/,597155,137
/gear-style/all-the-details-on-apples-new-imacs-and-imac-accessories.html/?a=viewall,571101,137
